Date,Open,High,Low,Close,Volume,Adj Close
2025-03-15 01:13:18.307703,158.65725923349098,215.92905475578678,161.88750052433994,222.72550694125783,8424691,232.84110327046324
2025-03-16 01:13:18.307703,184.67494328537836,219.70026965995436,160.63283430538473,199.5575178037996,8650959,205.16723358945865
2025-03-17 01:13:18.307703,180.62439133386266,208.20330716825558,143.42797614480577,184.8250310278345,14679045,199.94396135775432
2025-03-18 01:13:18.307703,191.03249384443308,210.27393025311804,189.92164881499872,211.5891798794637,9914710,181.1540495635809
2025-03-19 01:13:18.307703,190.62844227615085,246.62099407030988,172.04856669889517,189.49602107537584,7044860,183.93289096144795
2025-03-20 01:13:18.307703,190.11599723937528,215.27660160276122,165.91668718605064,218.16528753581704,10172829,172.28116520173182
2025-03-21 01:13:18.307703,151.52645626650525,245.47800905429222,146.5449527848623,188.19037259766117,10160237,183.99056687609095
2025-03-22 01:13:18.307703,177.60684280232545,215.20492453608486,152.7713805730687,213.03907058673536,13817170,186.3386864982005
2025-03-23 01:13:18.307703,188.1838663436858,245.28705752080734,146.51402539804943,164.11593372860585,9135717,221.68903972321857
2025-03-24 01:13:18.307703,190.61418453510694,245.36835007085364,174.84789506873057,231.13698279755238,7799429,173.94301573400557
2025-03-25 01:13:18.307703,154.12737744116856,226.5244313968314,163.7166856555083,234.79310210203005,13124896,170.409226862776
2025-03-26 01:13:18.307703,157.6206387183133,215.73658674397583,172.5311508686605,215.75510043196658,10950042,192.67874737498067
2025-03-27 01:13:18.307703,193.2633118702496,203.38015605198999,159.61291474418863,203.67260015938754,11130007,232.12841727328112
2025-03-28 01:13:18.307703,178.97704652941806,232.2002175832443,164.01593682002337,164.62109219179183,11237824,186.8788673182104
2025-03-29 01:13:18.307703,195.40518912171092,212.5519637628876,145.6363922867356,187.67881027040684,12660309,210.15394626599874
2025-03-30 01:13:18.307703,194.14797688663415,205.41472317050545,167.80893480063085,175.18097171655418,9861101,218.6907981562396
2025-03-31 01:13:18.307703,179.25148974263243,225.77850287279745,144.8210543792511,199.7196253232246,8798385,175.94439987128953
2025-04-01 01:13:18.307703,166.43633688295472,225.61358834509562,156.0915373323435,205.4829702156085,10177099,202.07033379219
2025-04-02 01:13:18.307703,193.66215545425842,239.69517875652258,181.781246501642,201.11074221952563,12141481,228.33745511804665
2025-04-03 01:13:18.307703,183.53479557376352,214.95830889214147,187.79363833814017,236.70526291802028,6865540,160.67148057189968
2025-04-04 01:13:18.307703,184.73319423610533,247.63600729065067,140.5174379077797,178.3946548198029,5727063,198.63293801701082
2025-04-05 01:13:18.307703,181.0217496633114,209.36217274174248,169.39181562049166,167.7082789409781,8773238,223.76716180302034
2025-04-06 01:13:18.307703,159.49826879091393,229.38295019627438,155.77204979332217,189.86076990023392,10302125,177.50274625571586
2025-04-07 01:13:18.307703,155.7990488548057,244.77628580250337,177.76856467400512,180.78945376274137,11463373,174.68571948060838
2025-04-08 01:13:18.307703,187.81066411309993,219.28624703523678,179.02015209381565,238.89151144798876,7366066,205.74637675171587
2025-04-09 01:13:18.307703,194.7027971098544,236.02205027894178,152.31447163923067,207.02567862016627,6283513,207.3827683001306
2025-04-10 01:13:18.307703,168.16713368788862,203.94154872169634,170.86525377362057,185.05471213729945,12381998,168.70958620833127
2025-04-11 01:13:18.307703,155.98145476959021,240.50960098931535,183.4750842716256,202.50098958914162,6597602,190.79496048997058
2025-04-12 01:13:18.307703,178.01131759972867,227.27203872105815,175.39342508426375,201.16741819006353,7774371,229.92301140597306
2025-04-13 01:13:18.307703,161.8405339952393,238.7227268555325,164.31164662036488,229.05074780841534,9677215,169.2793190715491
2025-04-14 01:13:18.307703,171.41450820044017,214.1549160643974,141.99153883476086,170.91986828190778,11782022,186.16990731679417
2025-04-15 01:13:18.307703,180.49084404824558,230.9620573296273,170.4697622151091,174.17014538033916,9485100,199.45896441407234
2025-04-16 01:13:18.307703,193.44486533764504,217.67183975780608,163.08314988829645,179.7696633734951,11352802,181.5380577297037
2025-04-17 01:13:18.307703,181.36153928836418,249.396445940848,142.34465376481043,192.44844115525666,8496016,211.0397058596763
2025-04-18 01:13:18.307703,190.93899307989224,203.81481313528568,159.92559766313633,177.3049378905036,8333367,228.48726606588224
2025-04-19 01:13:18.307703,154.32669136899415,210.5054244639142,158.7834894531153,198.46452844420617,11242362,195.97661940443768
2025-04-20 01:13:18.307703,196.43865960490297,231.5744094630257,140.333058702694,164.028282270496,6805038,219.08291071839278
2025-04-21 01:13:18.307703,150.80591648409884,245.1929660383838,160.44593377084541,220.28537790448155,7928272,185.16794098130458
2025-04-22 01:13:18.307703,195.41159257008223,219.57519173984846,186.09639347216867,169.12778237472546,5710186,228.5922495469635
2025-04-23 01:13:18.307703,168.18310782329215,248.375359546531,186.6895865203327,239.8073991010305,10732242,214.07759834663057
2025-04-24 01:13:18.307703,152.9045209751163,208.6695456574034,185.8883395918108,172.03747638933007,13666670,220.25991844032882
2025-04-25 01:13:18.307703,150.90026599601399,216.26247491960396,185.77073847343442,211.7255254749257,12212615,230.9233343551398
2025-04-26 01:13:18.307703,169.9836100616074,208.1234490212324,188.05154520188745,170.55215272969144,5015375,201.11050350381146
2025-04-27 01:13:18.307703,192.18190379004452,203.43696431940924,179.86806878949707,219.9308742211485,11786923,174.4857734637477
2025-04-28 01:13:18.307703,190.0896398186142,227.76050003081468,142.76716892381663,166.0007013242715,13077629,222.92334024674977
2025-04-29 01:13:18.307703,199.5780223075397,229.89450609495015,187.32635918491516,165.50823118992065,13392201,237.28968684377622
